NO;LEVEL;TANGGAL PEMANTAUAN;PERIODE PEMANTAUAN;KODE LOKASI;NAMA LOKASI;ALAMAT LOKASI;PROVINSI;LATITUDE;LONGITUDE;PERUNTUKAN;TSS (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER TSS  (mg/L);DO (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER OKSIGEN TERLARUT  (mg/L);MINYAK & LEMAK (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER MINTAK DAN LEMAK  (mg/L);AMONIA TOTAL (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER AMONIA TOTAL mg/L);ORTOFOSFAT (PO4-P) (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER PO4- (mg/L);BOD (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER BOD (mg/L);SUHU;STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER SUHU;SALINITAS;STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER SALINITAS;KECERAHAN;STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER KECERAHAN;KEKERUHAN (NTU);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER KEKERUHAN (NTU);PAH (Polisiklik Aromatik Hidrokarbon);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER PAH;PESTISIDA/HERBISIDA (BHC);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER PESTISIDA/HERBISIDA (BHC) ;PESTISIDA/HERBISIDA (DDT);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER PESTISIDA/HERBISIDA (DDT) ;"PESTISIDA/HERBISIDA
(ENDRIN)";STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER PESTISIDA/HERBISIDA (ENDRIN) ;FECAL COLIFORM/E.COLI;STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER FECAL/COLIFORM; (DIC) DISSOLVED OXYGEN CARBON;STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER  (DIC) DISSOLVED OXYGEN CARBON
1482;PUSAT;29/12/2019;2;T1-PS-01-001;Papua16;Muara Maro-Sisi Timur;Papua Selatan;-8.498787;140.35142;Biota Laut;74.47;Tidak Layak;5.6;Layak;1;Layak;0.05;Layak;0.03;Layak;Access Forbidden;Tidak Layak;28.8;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
1483;PUSAT;24/02/2025;2;T1-BE-05-004;Bengkulu20;Pasar Ngalam;Bengkulu;-4.0688;102.40363;Biota Laut;44.12;Layak;5.11;Layak;0.3;Layak;0.06;Layak;0.03;Layak;Access Forbidden;Tidak Layak;30.5;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;2.2;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
1484;PUSAT;17/11/2025;1;T3-JB-12-004;PLN JB-IDM 04;Timur Outfall PT PLN Nusantara Power UP Indramayu;Jawa Barat;-6.272002;107.976387;Pelabuhan;6.06;Layak;5.79;Layak;0.3;Layak;0.17;Layak;0.02;Layak;Tidak ada data;Tidak Layak;30.9;Layak;Tidak ada data;Layak;4.1;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
1485;PROVINSI;27/09/2019;1;T3-ST-06-006;Pesisir Morowali;AL-6 BGK Kelurahan Bahomohoni;Sulawesi Tengah;-2.472312;121.932202;Biota Laut;48.55;Layak;7.05;Layak;0.3;Layak;0.15;Layak;0.02;Layak;Tidak ada data;Tidak Layak;30.5;Layak;32;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
1486;PROVINSI;20/06/2021;1;T3-ST-06-003;Pesisir Morowali;AL-3 BDP Desa Fatufia, Kecamatan Bahodopi;Sulawesi Tengah;-2.790679;122.124835;Biota Laut;50.59;Tidak Layak;6.66;Layak;1;Layak;0.06;Layak;0.03;Layak;Access Forbidden;Tidak Layak;28.6;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;1.8;Layak;Tidak ada data;Tidak ada baku mutu
1487;PROVINSI;16/07/2024;2;T3-SB-71-004;Sumbar 32;Muaro Penyalinan;Sumatera Barat;-0.863392;100.329462;Wisata Bahari;17.19;Layak;5.09;Layak;0.3;Layak;0.09;Layak;0.04;Layak;Tidak ada data;Tidak Layak;29.8;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;2.4;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
1488;PUSAT;26/02/2024;2;T1-NT-11-001;NTT11;Pelabuhan Lama Waingapu;Nusa Tenggara Timur;-9.645176;120.252377;Pelabuhan;10.67;Layak;6.87;Layak;1;Layak;0.1;Layak;0.02;Layak;Tidak ada data;Tidak Layak;30.4;Layak;32.3;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
1489;PROVINSI;06/01/2019;2;T1-KU-71-014;Kaltara16;Kayan Marine;Kalimantan Utara;3.394393;117.514291;Pelabuhan;26.24;Layak;4.94;Tidak Layak;0.5;Layak;0.12;Layak;0.01;Layak;Tidak ada data;Tidak Layak;28.9;Layak;31.6;Layak;4.4;Layak;5.7;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
1490;PUSAT;03/07/2019;2;T1-SR-02-010;Sulbar10;Tempat Pelelangan Ikan (TPI);Sulawesi Barat;-2.65831;118.898741;Pelabuhan;11.84;Layak;6.46;Layak;0.3;Layak;0.08;Layak;0.01;Layak;Access Forbidden;Tidak Layak;29.8;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
1491;PUSAT;17/01/2022;2;T1-PD-71-008;Papbar08;Muara Kali Remu (Dokarim);Papua Barat Daya;-0.902951;131.273184;Biota Laut;36.22;Layak;6.54;Layak;0.5;Layak;0.02;Layak;0.02;Layak;Access Forbidden;Tidak Layak;29;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;2.5;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
1492;PUSAT;21/02/2025;2;T1-SS-07-010;Sumsel10;Dermaga Pelabuhan Tanjung Api-api 3;Sumatera Selatan;-2.362574;104.813945;Pelabuhan;3.79;Layak;6.4;Layak;0.3;Layak;0.14;Layak;0.03;Layak;5.4;Tidak Layak;29.6;Layak;Tidak ada data;Layak;2.8;Layak;4.4;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
1493;PUSAT;28/07/2019;2;T1-AC-14-005;Aceh15;Muara Sungai Rigaih;Nanggroe Aceh Darussalam;4.666405;95.561511;Wisata Bahari;18.65;Layak;5.7;Layak;0.3;Layak;0.02;Layak;0.03;Layak;Access Forbidden;Tidak Layak;29.7;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
1494;PROVINSI;12/11/2019;1;T3-ST-06-004;Pesisir Morowali;AL-4 PLB BGK Kelurahan Marsaoleh, Pelabuhan Bungku;Sulawesi Tengah;-2.541051;121.972976;Biota Laut;68.39;Tidak Layak;5.63;Layak;0.3;Layak;0.04;Layak;0.03;Layak;4.1;Layak;30.5;Layak;33.1;Layak;Tidak ada data;Layak;2.5;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
1495;PUSAT;14/12/2023;2;T3-BE-71-008;BE PEL 06;AL-7 Dermaga Samudera PT Pelabuhan Indonesia (Persero) Regional 2 Bengkulu;Bengkulu;-3.916072;102.275895;Pelabuhan;31.84;Layak;4.97;Tidak Layak;1;Layak;0.07;Layak;0.02;Layak;Tidak ada data;Tidak Layak;30.5;Layak;Access Forbidden;Tidak Layak;2.6;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
1496;PUSAT;03/11/2020;2;T3-BB-02-003;PLN SUGE-03;Titik Pantau 2 PT. Pelayanan Listrik Nasional Batam Unit PLTG 1 x 25 MW MPP Suge Belitung;Kepulauan Bangka Belitung;-2.889837;107.5662;Biota Laut;21.06;Layak;5.12;Layak;0.5;Layak;0.06;Layak;0.02;Layak;4.6;Layak;29.6;Layak;Access Forbidden;Tidak Layak;3;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
1497;PUSAT;16/05/2020;1;T1-PT-01-008;Papua Tengah 08;Sungai Kali Nabarua;Papua Tengah;-3.346216;135.511389;Biota Laut;42.32;Layak;6.69;Layak;0.3;Layak;0.1;Layak;0.02;Layak;2.4;Layak;29.8;Layak;Tidak ada data;Layak;4.5;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
1498;PROVINSI;14/12/2019;2;T1-KU-71-015;Kaltara17;Intracawood;Kalimantan Utara;3.354657;117.523819;Biota Laut;69.03;Tidak Layak;5.76;Layak;0.3;Layak;0.15;Layak;0.03;Layak;Tidak ada data;Tidak Layak;30.9;Layak;32.5;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
1499;PUSAT;23/02/2019;1;T1-AC-71-001;Aceh08;Lampulo 1;Nanggroe Aceh Darussalam;5.58673;95.315875;Pelabuhan;5.06;Layak;6.27;Layak;0.5;Layak;0.15;Layak;0.02;Layak;2.2;Layak;29.8;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
1500;PROVINSI;08/12/2023;1;T1-KS-01-006;Kalsel20;Pantai Takisung 2;Kalimantan Selatan;-3.876911;114.598424;Wisata Bahari;68.33;Tidak Layak;5.53;Layak;0.3;Layak;0.18;Layak;0.04;Layak;Access Forbidden;Tidak Layak;29.1;Layak;33.2;Layak;Tidak ada data;Layak;6.2;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
1501;PROVINSI;14/10/2022;2;T1-KS-02-002;Kalsel12;Siring Laut-2;Kalimantan Selatan;-3.23039;116.216824;Biota Laut;52.54;Tidak Layak;6.95;Layak;0.3;Layak;0.12;Layak;0.04;Layak;Access Forbidden;Tidak Layak;28.7;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
1502;PUSAT;09/01/2020;2;T1-JA-73-001;Jambi01;Kuala Pangkal Bobu;Jambi;-0.796833;103.521345;Biota Laut;56.31;Tidak Layak;5.15;Layak;0.5;Layak;0.18;Layak;0.03;Layak;Access Forbidden;Tidak Layak;30;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
1503;PROVINSI;13/02/2020;1;T1-KS-02-004;Kalsel14;Pertamina TBBM Kotabaru;Kalimantan Selatan;-3.244276;116.196185;Pelabuhan;52.02;Tidak Layak;6.33;Layak;1;Layak;0.11;Layak;0.03;Layak;Access Forbidden;Tidak Layak;29.7;Layak;Access Forbidden;Tidak Layak;4.2;Layak;6;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
1504;PROVINSI;13/11/2023;1;T3-ST-06-009;Pesisir Morowali;AL-9 WTP Desa Muahino;Sulawesi Tengah;-2.176145;121.590219;Biota Laut;13.6;Layak;5.74;Layak;1;Layak;0.14;Layak;0.04;Layak;Tidak ada data;Tidak Layak;29.6;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;1.4;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
1505;PUSAT;23/05/2019;2;T3-NT-05-003;PPN NTT KAL 02;Air Laut C (Setelah Outfall) PT Pertamina Patra Niaga - Fuel Terminal Kalabahi;Nusa Tenggara Timur;-8.236634;124.491252;Pelabuhan;37.69;Layak;4.83;Tidak Layak;0.5;Layak;0.06;Layak;0.03;Layak;3.2;Layak;31;Layak;Tidak ada data;Layak;Tidak ada data;Layak;1;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
1506;PROVINSI;18/01/2020;1;T1-KU-04-006;Kaltara25;Mangrove Bebatu Bais;Kalimantan Utara;4.070557;117.802646;Biota Laut;48.17;Layak;6.26;Layak;0.3;Layak;0.06;Layak;0.04;Layak;Access Forbidden;Tidak Layak;30.9;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
1507;PROVINSI;08/12/2021;2;T3-KB-01-002;Muara Sungai Sambas 2;Muara Sungai Sambas 2;Kalimantan Barat;1.206586;108.945263;Biota Laut;39.42;Layak;5.27;Layak;1;Layak;0.05;Layak;0.03;Layak;Access Forbidden;Tidak Layak;28.5;Layak;33;Layak;Tidak ada data;Layak;3.6;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
1508;PUSAT;02/04/2024;2;T3-BT-04-007;BAN GJTL 01;Titik Pantau 1 PT Gajah Tunggal Divisi SBR;Banten;-5.885107;106.075768;Pelabuhan;21.56;Layak;5.14;Layak;0.5;Layak;0.03;Layak;0.02;Layak;3.1;Layak;29;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;4.4;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
1509;PUSAT;21/12/2023;2;T1-SS-07-002;Sumsel02;Depan Taman Sembilang 2;Sumatera Selatan;-2.005563;104.688985;Biota Laut;33.52;Layak;5.1;Layak;1;Layak;0.18;Layak;0.02;Layak;Tidak ada data;Tidak Layak;30.8;Layak;33.4;Layak;4.7;Layak;1.1;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
1510;PUSAT;20/12/2023;1;T1-AC-06-001;Aceh01;Pantai Lho-Ng;Nanggroe Aceh Darussalam;5.453997;95.239029;Wisata Bahari;47.7;Layak;6.17;Layak;1;Layak;0.06;Layak;0.01;Layak;Tidak ada data;Tidak Layak;29.5;Layak;Tidak ada data;Layak;4.5;Layak;6.1;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
1511;PUSAT;17/04/2024;2;T1-JA-75-001;Jambi05;Kuala Lagan;Jambi;-0.941054;103.742709;Biota Laut;18.38;Layak;5.41;Layak;1;Layak;0.07;Layak;0.02;Layak;Tidak ada data;Tidak Layak;28.6;Layak;32.2;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
1512;PUSAT;11/03/2022;2;T1-JA-75-005;Jambi09;Kuala Sungai Ular;Jambi;-0.972676;103.849434;Biota Laut;6.21;Layak;6.9;Layak;0.3;Layak;0.05;Layak;0.01;Layak;Access Forbidden;Tidak Layak;30.7;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
1513;PROVINSI;27/01/2024;2;T1-KT-07-003;Kalteng18;Seruyan 3;Kalimantan Tengah;-3.368749;112.703711;Wisata Bahari;49.26;Layak;4.84;Tidak Layak;0.3;Layak;0.06;Layak;0.04;Layak;Access Forbidden;Tidak Layak;29.2;Layak;Tidak ada data;Layak;3.1;Layak;7.7;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
1514;PROVINSI;22/05/2024;1;T3-SB-01-006;Sumbar 31;Pelabuhan Panasahan;Sumatera Barat;-1.360221;100.564714;Pelabuhan;55.22;Tidak Layak;6.51;Layak;0.3;Layak;0.14;Layak;0.02;Layak;Access Forbidden;Tidak Layak;29.3;Layak;Tidak ada data;Layak;2.6;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
1515;PROVINSI;10/07/2025;1;T1-KU-71-001;Kaltara01;Tanjung Batu;Kalimantan Utara;3.241001;117.65398;Biota Laut;14.13;Layak;6.98;Layak;1;Layak;0.11;Layak;0.04;Layak;4;Layak;30.6;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
1516;PROVINSI;20/08/2020;2;T1-KS-01-005;Kalsel19;Pantai Takisung 1;Kalimantan Selatan;-3.858613;114.601243;Wisata Bahari;32.01;Layak;6.85;Layak;0.5;Layak;0.08;Layak;0.03;Layak;Tidak ada data;Tidak Layak;28.5;Layak;32.7;Layak;3.8;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
1517;PUSAT;25/02/2019;2;T3-SU-05-006;PLN SU-06;AL 6 PT. PLN lndonesia Power PLTU Pangkalan Susu;Sumatera Utara;4.081072;98.314683;Pelabuhan;71.06;Tidak Layak;6.83;Layak;0.3;Layak;0.16;Layak;0.02;Layak;4.8;Layak;30.5;Layak;Tidak ada data;Layak;2.6;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
1518;PUSAT;14/10/2019;1;T1-PD-71-010;Papbar10;Pelabuhan Perikanan Kota Sorong;Papua Barat Daya;-0.883058;131.254125;Pelabuhan;63.93;Tidak Layak;6.61;Layak;0.3;Layak;0.03;Layak;0.04;Layak;Tidak ada data;Tidak Layak;28.6;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
1519;PROVINSI;14/10/2025;2;T1-KS-02-002;Kalsel12;Siring Laut-2;Kalimantan Selatan;-3.229406;116.217983;Biota Laut;6.86;Layak;5.38;Layak;0.3;Layak;0.09;Layak;0.04;Layak;Access Forbidden;Tidak Layak;29.9;Layak;Access Forbidden;Tidak Layak;2.7;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
1520;PUSAT;23/03/2021;1;T1-PB-03-004;Papua Barat 04;Fak-fak 04 (Tanama);Papua Barat;-2.931734;132.284633;Biota Laut;22.72;Layak;5.69;Layak;0.5;Layak;0.06;Layak;0.03;Layak;Tidak ada data;Tidak Layak;30.3;Layak;Access Forbidden;Tidak Layak;3.5;Layak;5.4;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
1521;PUSAT;05/12/2022;2;T3-NT-05-001;PPN NTT KAL 01;Air Laut B (AL-Jetty) PT Pertamina Patra Niaga - Fuel Terminal Kalabahi;Nusa Tenggara Timur;-8.235866;124.494209;Pelabuhan;34.11;Layak;6.97;Layak;0.3;Layak;0.09;Layak;0.03;Layak;2.3;Layak;29;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
1522;PUSAT;04/09/2019;2;T1-GO-04-005;Gortal18;Pelabuhan Bumbulani;Gorontalo;0.478261;122.103114;Pelabuhan;51.44;Tidak Layak;6.98;Layak;1;Layak;0.18;Layak;0.01;Layak;Tidak ada data;Tidak Layak;28.7;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
1523;PUSAT;13/03/2020;1;T1-SS-02-005;Sumsel15;Muara Sungai Lumpur 1;Sumatera Selatan;-3.422147;105.918546;Biota Laut;74.31;Tidak Layak;5.25;Layak;1;Layak;0.18;Layak;0.03;Layak;Access Forbidden;Tidak Layak;28.5;Layak;Tidak ada data;Layak;Tidak ada data;Layak;5.9;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
